"SNR","outMy","outGt","outEp"
0,0.0486666666666667,0.05,0.029
0,0.0593333333333333,0.056,0.0406666666666667
0,0.05,0.049,0.0363333333333333
0,0.0406666666666667,0.0463333333333333,0.0276666666666667
0,0.0523333333333333,0.0523333333333333,0.0436666666666667
0,0.0536666666666667,0.054,0.036
0,0.0586666666666667,0.0586666666666667,0.0423333333333333
0,0.0516666666666667,0.055,0.0326666666666667
0,0.0503333333333333,0.051,0.0366666666666667
0,0.0463333333333333,0.0476666666666667,0.0276666666666667
0,0.0456666666666667,0.0453333333333333,0.0363333333333333
0,0.049,0.051,0.0393333333333333
0,0.0546666666666667,0.0556666666666667,0.0363333333333333
0,0.049,0.05,0.036
0,0.0413333333333333,0.042,0.0336666666666667
0,0.0476666666666667,0.0436666666666667,0.0353333333333333
0,0.0546666666666667,0.0506666666666667,0.038
0,0.0463333333333333,0.047,0.0316666666666667
0,0.052,0.053,0.038
0,0.051,0.047,0.031
0,0.0546666666666667,0.053,0.037
0,0.0446666666666667,0.042,0.03
0,0.0473333333333333,0.0473333333333333,0.0313333333333333
0,0.0443333333333333,0.0503333333333333,0.0336666666666667
0,0.0463333333333333,0.0516666666666667,0.0346666666666667
0,0.0456666666666667,0.0456666666666667,0.0313333333333333
0,0.043,0.0456666666666667,0.032
0,0.0446666666666667,0.0486666666666667,0.031
0,0.0503333333333333,0.049,0.0336666666666667
0,0.051,0.0503333333333333,0.0366666666666667
0,0.0503333333333333,0.05,0.0326666666666667
0,0.0483333333333333,0.047,0.029
0,0.053,0.0523333333333333,0.029
0,0.0473333333333333,0.047,0.0356666666666667
0,0.0496666666666667,0.0443333333333333,0.0376666666666667
0,0.0463333333333333,0.0466666666666667,0.029
0,0.0516666666666667,0.0566666666666667,0.034
0,0.0466666666666667,0.054,0.034
0,0.0533333333333333,0.0556666666666667,0.038
0,0.0493333333333333,0.051,0.0366666666666667
0,0.0416666666666667,0.0536666666666667,0.033
0,0.0646666666666667,0.063,0.0346666666666667
0,0.0466666666666667,0.0526666666666667,0.0346666666666667
0,0.048,0.0496666666666667,0.0336666666666667
0,0.0546666666666667,0.059,0.0353333333333333
0,0.0533333333333333,0.053,0.0416666666666667
0,0.0533333333333333,0.0566666666666667,0.038
0,0.0556666666666667,0.0553333333333333,0.0353333333333333
0,0.045,0.0436666666666667,0.033
0,0.0543333333333333,0.053,0.0386666666666667
0,0.05,0.0516666666666667,0.035
0,0.0483333333333333,0.0526666666666667,0.0343333333333333
0,0.0523333333333333,0.053,0.032
0,0.0503333333333333,0.051,0.0336666666666667
0,0.0506666666666667,0.0506666666666667,0.0306666666666667
0,0.0503333333333333,0.051,0.0333333333333333
0,0.046,0.0443333333333333,0.0353333333333333
0,0.049,0.051,0.0383333333333333
0,0.0543333333333333,0.0533333333333333,0.0376666666666667
0,0.049,0.0563333333333333,0.033
0,0.048,0.052,0.0376666666666667
0,0.049,0.05,0.036
0,0.0473333333333333,0.0506666666666667,0.032
0,0.05,0.0486666666666667,0.0273333333333333
0,0.0483333333333333,0.045,0.033
0,0.0513333333333333,0.0506666666666667,0.034
0,0.0476666666666667,0.053,0.0313333333333333
0,0.05,0.048,0.0373333333333333
0,0.052,0.0546666666666667,0.0323333333333333
0,0.0493333333333333,0.0506666666666667,0.0356666666666667
0,0.0493333333333333,0.0523333333333333,0.0323333333333333
0,0.058,0.0523333333333333,0.0403333333333333
0,0.0443333333333333,0.0503333333333333,0.026
0,0.0516666666666667,0.0513333333333333,0.0366666666666667
0,0.0456666666666667,0.0556666666666667,0.0353333333333333
0,0.0496666666666667,0.0453333333333333,0.0323333333333333
0,0.0526666666666667,0.06,0.0366666666666667
0,0.0446666666666667,0.044,0.0303333333333333
0,0.0446666666666667,0.0523333333333333,0.03
0,0.0536666666666667,0.0546666666666667,0.0363333333333333
0,0.0466666666666667,0.0426666666666667,0.033
0,0.0536666666666667,0.0496666666666667,0.034
0,0.053,0.0533333333333333,0.0333333333333333
0,0.0503333333333333,0.0466666666666667,0.035
0,0.0476666666666667,0.0483333333333333,0.0336666666666667
0,0.0483333333333333,0.0493333333333333,0.0333333333333333
0,0.0463333333333333,0.045,0.0333333333333333
0,0.0523333333333333,0.0516666666666667,0.031
0,0.0506666666666667,0.0466666666666667,0.0293333333333333
0,0.0523333333333333,0.049,0.034
0,0.0493333333333333,0.0503333333333333,0.0303333333333333
0,0.0413333333333333,0.0493333333333333,0.0296666666666667
0,0.0513333333333333,0.0453333333333333,0.0293333333333333
0,0.046,0.046,0.0323333333333333
0,0.0536666666666667,0.052,0.029
0,0.051,0.0493333333333333,0.034
0,0.045,0.0436666666666667,0.0313333333333333
0,0.052,0.055,0.039
0,0.0416666666666667,0.0406666666666667,0.0296666666666667
0,0.045,0.0483333333333333,0.036
10,0.622,0.660666666666667,0.697
10,0.795666666666667,0.77,0.491666666666667
10,0.695,0.602666666666667,0.627333333333333
10,0.766,0.916333333333333,0.346
10,0.788,0.419666666666667,0.907333333333333
10,0.908666666666667,0.945333333333333,0.659333333333333
10,0.359666666666667,0.439333333333333,0.278666666666667
10,0.114,0.0133333333333333,0.219333333333333
10,0.747,0.825,0.661666666666667
10,0.976,1,0.850333333333333
10,0.0476666666666667,0.00666666666666667,0.252
10,0.758,0.752,0.833666666666667
10,0.842,0.823,0.608666666666667
10,0.401333333333333,0.315,0.370666666666667
10,0.547666666666667,0.299333333333333,0.569
10,0.104333333333333,0.057,0.114333333333333
10,0.796666666666667,0.760666666666667,0.743666666666667
10,0.711666666666667,0.677,0.874333333333333
10,0.027,0.00766666666666667,0.110333333333333
10,0.106333333333333,0.0986666666666667,0.0813333333333333
10,0.562666666666667,0.468333333333333,0.534333333333333
10,0.189333333333333,0.307333333333333,0.069
10,0.838666666666667,0.843,0.552
10,0.929,0.992,0.304333333333333
10,0.766,0.602333333333333,0.825666666666667
10,0.940666666666667,0.964666666666667,0.849333333333333
10,0.120333333333333,0.056,0.189333333333333
10,0.870333333333333,0.776666666666667,0.904333333333333
10,0.494666666666667,0.567,0.511333333333333
10,0.537666666666667,0.436,0.725
10,0.921666666666667,0.897,0.812
10,0.892333333333333,0.955,0.788666666666667
10,0.521666666666667,0.294,0.728666666666667
10,0.537666666666667,0.430333333333333,0.604
10,0.424,0.503,0.439
10,0.626666666666667,0.854333333333333,0.382333333333333
10,0.766333333333333,0.729666666666667,0.492333333333333
10,0.952666666666667,0.94,0.914
10,0.252,0.219666666666667,0.165333333333333
10,0.780666666666667,0.47,0.876
10,0.790333333333333,0.618,0.840333333333333
10,0.252,0.462666666666667,0.19
10,0.147,0.184,0.103666666666667
10,0.316333333333333,0.0323333333333333,0.521
10,0.989333333333333,0.982333333333333,0.968333333333333
10,0.907333333333333,0.960333333333333,0.876
10,0.432,0.618666666666667,0.398666666666667
10,0.267,0.276,0.346333333333333
10,0.416,0.422666666666667,0.331
10,0.658,0.778666666666667,0.463333333333333
10,0.846333333333333,0.890333333333333,0.799
10,0.532333333333333,0.584333333333333,0.526
10,0.879,0.941333333333333,0.691
10,0.581333333333333,0.774,0.365333333333333
10,0.73,0.263333333333333,0.843666666666667
10,0.933333333333333,0.833,0.86
10,0.947333333333333,0.939,0.910333333333333
10,0.171,0.0346666666666667,0.196333333333333
10,0.951,0.935,0.924666666666667
10,0.998666666666667,1,0.936666666666667
10,0.539,0.398666666666667,0.411666666666667
10,0.697,0.431,0.615666666666667
10,0.920333333333333,0.987666666666667,0.711
10,0.0343333333333333,0.0443333333333333,0.024
10,0.340666666666667,0.435666666666667,0.305333333333333
10,0.636333333333333,0.534,0.481666666666667
10,0.714,0.571666666666667,0.703
10,0.499,0.768333333333333,0.353
10,0.537333333333333,0.547,0.210666666666667
10,0.432666666666667,0.406666666666667,0.420666666666667
10,0.915,0.9,0.792
10,0.965666666666667,0.916666666666667,0.965666666666667
10,0.533,0.743333333333333,0.482333333333333
10,0.755,0.794666666666667,0.455333333333333
10,0.957666666666667,0.937333333333333,0.862666666666667
10,0.722666666666667,0.591666666666667,0.606666666666667
10,0.977666666666667,0.994666666666667,0.817
10,0.259333333333333,0.188,0.261
10,0.558,0.628666666666667,0.333666666666667
10,0.898666666666667,0.812333333333333,0.725333333333333
10,0.069,0.0186666666666667,0.109333333333333
10,0.453,0.378,0.444666666666667
10,0.904666666666667,0.788666666666667,0.866333333333333
10,0.809,0.816333333333333,0.449333333333333
10,0.944,0.962666666666667,0.759333333333333
10,0.502666666666667,0.213666666666667,0.595666666666667
10,0.893333333333333,0.833,0.703
10,0.927333333333333,0.910333333333333,0.774
10,0.885666666666667,0.752666666666667,0.939333333333333
10,0.479,0.372666666666667,0.313333333333333
10,0.0623333333333333,0.0703333333333333,0.012
10,0.368666666666667,0.184666666666667,0.279
10,0.627,0.518,0.614
10,0.513333333333333,0.372666666666667,0.434333333333333
10,0.949333333333333,0.962666666666667,0.888
10,0.944666666666667,0.805666666666667,0.927666666666667
10,0.871,0.833333333333333,0.823
10,0.582333333333333,0.585666666666667,0.641666666666667
10,0.461333333333333,0.248,0.730333333333333
10,0.78,0.787333333333333,0.828
20,0.998,0.999666666666667,0.993666666666667
20,0.895333333333333,0.862,0.911333333333333
20,0.996,1,0.964
20,0.982333333333333,0.994666666666667,0.923333333333333
20,0.998333333333333,1,0.950666666666667
20,0.753666666666667,0.681666666666667,0.781666666666667
20,1,1,0.992333333333333
20,0.912666666666667,0.984,0.793
20,0.891333333333333,0.829,0.69
20,0.479333333333333,0.483333333333333,0.708333333333333
20,0.349666666666667,0.295333333333333,0.204666666666667
20,0.934333333333333,0.991333333333333,0.632333333333333
